,id_left,text_left,id_right,text_right,label
2440,Q2066,what is kathmandu known for,D298-2,"The term ""effective"" is used because the shielding effect of negatively charged electrons prevents higher orbital electrons from experiencing the full nuclear charge by the repelling effect of inner-layer electrons.",0.0
2441,Q2066,what is kathmandu known for,D978-12,"But the underlying political conflicts had not been resolved, and on the Ides of March (15 March) 44 BC, Caesar was assassinated by a group of senators led by Marcus Junius Brutus .",0.0
2442,Q2455,where is rolling rock brewed,D2301-2,"The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.",1.0
2443,Q2455,where is rolling rock brewed,D2280-0,"Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance.",0.0
2444,Q2455,where is rolling rock brewed,D157-4,"In the context of nautical distances, the 3 mile (4.8 km) distance corresponds to how far an observer of average height (5'9"" or 1.78 m) can see when standing at sea level.",0.0
2445,Q2455,where is rolling rock brewed,D2379-1,-sticking is the name of two infractions in the sport of ice hockey that may occur when a player intentionally or inadvertently plays with his or her stick above the height of the shoulders or above the cross bar of a hockey goal.,0.0
2446,Q2455,where is rolling rock brewed,D2076-0,"Steam is a digital distribution , digital rights management , multiplayer and communications platform developed by Valve Corporation .",0.0
2447,Q2455,where is rolling rock brewed,D909-1,"Although geographically this includes Southern and part of Southeast ( São Paulo ) of Brazil , in terms of political geography the Southern cone has traditionally comprised Argentina , Chile , Paraguay , and Uruguay .",0.0
2448,Q1183,when did sertraline come on the market,D1134-1,It was introduced to the market by Pfizer in 1991.,1.0
2449,Q1183,when did sertraline come on the market,D372-5,"Ultimately, the Spanish Crown ceded the colony to United States rule.",0.0
2450,Q1183,when did sertraline come on the market,D2304-2,"Unlike a powerboat or motorboat that uses a propeller in the water below or behind the boat, a jetboat draws the water from under the boat into a pump inside the boat, then expels it through a nozzle at the stern .",0.0
2451,Q1183,when did sertraline come on the market,D1471-0,"Four Loko is a line of alcoholic beverages , originally marketed as energy drinks , sold by Phusion Projects of Chicago, Illinois .",0.0
2452,Q1183,when did sertraline come on the market,D16-9,In Australia one tablespoon (measurement unit) is 20 mL.,0.0
2453,Q1183,when did sertraline come on the market,D1382-2,"The Chinese invented technologies involving mechanics , hydraulics , and mathematics applied to horology , metallurgy , astronomy , agriculture , engineering , music theory , craftsmanship , nautics , and warfare .",0.0
2454,Q2045,who is the group enigma,D1931-0,"Enigma is an electronic musical project founded in Germany by Michael Cretu , David Fairstein and Frank Peterson in 1990.",1.0
2455,Q2045,who is the group enigma,D1647-1,"The network's flagship station is WBZ-FM /98.5- Boston, Massachusetts .",0.0
2456,Q2045,who is the group enigma,D1838-0,"Naturally occurring cobalt (Co) is composed of 1 stable isotope , 59Co. 28 radioisotopes have been characterized with the most stable being 60Co with a half-life of 5.2714 years, 57Co with a half-life of 271.79 days, 56Co with a half-life of 77.27 days, and 58Co with a half-life of 70.86 days.",0.0
2457,Q2045,who is the group enigma,D1844-0,"President Bush signing the No Child Left Behind Act at Hamilton H.S. in Hamilton, Ohio .",0.0
2458,Q2045,who is the group enigma,D255-4,"It started with four teams and, through a series of expansions, contractions, and relocations, the league is now composed of 30 active franchises.",0.0
2459,Q2045,who is the group enigma,D562-0,Barefoot and pregnant is a phrase most commonly associated with the controversial idea that women should not work outside the home and should have many children during their reproductive years.,0.0
2460,Q1054,what are the sulfas,D1017-4,The original antibacterial sulfonamides (sometimes called sulfa drugs or sulpha drugs) are synthetic antimicrobial agents that contain the sulfonamide group.,1.0
2461,Q1054,what are the sulfas,D1700-3,"K-Cup portion packs are used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate .",0.0
2462,Q1054,what are the sulfas,D2163-0,Copper is a chemical element with the symbol Cu (from ) and atomic number 29.,0.0
2463,Q1054,what are the sulfas,D436-1,"Four sitting presidents have been killed: Abraham Lincoln (the 16th President), James A. Garfield (the 20th President), William McKinley (the 25th President) and John F. Kennedy (the 35th President).",0.0
2464,Q1054,what are the sulfas,D1282-1,"The public was first introduced to the concepts that would lead to the Internet when a message was sent over the ARPANet from computer science Professor Leonard Kleinrock's laboratory at University of California, Los Angeles ( UCLA ), after the second piece of network equipment was installed at Stanford Research Institute ( SRI ).",0.0
2465,Q1054,what are the sulfas,D2061-1,"It is the first-line drug of choice for the treatment of type 2 diabetes , in particular, in overweight and obese people and those with normal kidney function.",0.0
2466,Q476,what does it take to start a lodge in freemason,D469-1,"Every new Lodge must be warranted or chartered by a Grand Lodge, but is subject to its direction only in enforcing the published Constitution of the jurisdiction.",1.0
2467,Q476,what does it take to start a lodge in freemason,D1392-2,Most confectionery stores are filled with an assortment of sweets far larger than a grocer or convenience store could accommodate.,0.0
2468,Q476,what does it take to start a lodge in freemason,D1053-10,"Robert Kaplan and Dennis Saccuzzo believe ""the underlying assumption of the MBTI is that we all have specific preferences in the way we construe our experiences, and these preferences underlie our interests, needs, values, and motivation"" (p. 499).",0.0
2469,Q476,what does it take to start a lodge in freemason,D636-2,"It was first developed by Siemens in the mid-1990s and introduced by Mercedes-Benz under the name ""Keyless Go"" in 1998 on the W220 S-Class following its design patent filed by Daimler-Benz on May 17, 1997.",0.0
2470,Q476,what does it take to start a lodge in freemason,D1240-1,"In the law , it is defined as a ""fee charged for a lawyer's services only if the lawsuit is successful or is favorably settled out of court....",0.0
2471,Q476,what does it take to start a lodge in freemason,D220-13,"Cartridge-operated extinguishers contain the expellant gas in a separate cartridge that is punctured prior to discharge, exposing the propellant to the extinguishing agent.",0.0
2472,Q1611,what state is the capital in,D1529-0,"Washington, D.C. has been the capital of the United States since 1800.",1.0
2473,Q1611,what state is the capital in,D745-7,"The population was 5,193 at the 2010 census.",0.0
2474,Q1611,what state is the capital in,D1744-1,"It was released to the public on March 14, 2011.",0.0
2475,Q1611,what state is the capital in,D858-6,"He has sold more than 100 million records worldwide, including 42 million tracks and 49.1 million albums in the United States.",0.0
2476,Q1611,what state is the capital in,D933-4,It is composed of 30 teams — 29 in the United States and one in Canada.,0.0
2477,Q1611,what state is the capital in,D1739-0,Cool Jerk is a popular song written by Donald Storball and originally performed by The Capitols .,0.0
2478,Q1539,what is a millwright worker,D1458-0,A millwright is a craftsman or tradesman engaged with the construction and maintenance of machinery .,1.0
2479,Q1539,what is a millwright worker,D396-0,The Boise State Broncos football program represents Boise State University in college football and compete in the Football Bowl Subdivision (FBS) of Division I as a member of the Mountain West Conference .,0.0
2480,Q1539,what is a millwright worker,D1113-0,"Ownership of property may be private, collective, or common and the property may be objects , land/real estate , or intellectual property .",0.0
2481,Q1539,what is a millwright worker,D2745-0,"Kanji (; ) are the adopted logographic Chinese characters ( hanzi ) that are used in the modern Japanese writing system along with hiragana (ひらがな, ), katakana (カタカナ, ), Hindu-Arabic numerals , and the occasional use of the Latin alphabet .",0.0
2482,Q1539,what is a millwright worker,D1695-1,Adolf Hitler committed suicide by gunshot on 30 April 1945 in his Führerbunker in Berlin.,0.0
2483,Q1539,what is a millwright worker,D748-5,"The campus is the 6th-largest in the UC system by enrollment with 18,977 undergraduate and 2,950 graduate students.",0.0
2484,Q1028,who pulmonary hypertension,D991-2,It was first identified by Dr. Ernst von Romberg in 1891.,1.0
2485,Q1028,who pulmonary hypertension,D137-0,Nassau,0.0
2486,Q1028,who pulmonary hypertension,D1199-1,"Forwards, also known as strikers, are the players on a team in association football who play nearest to the opposing team's goal, and are therefore principally responsible for scoring goals.",0.0
2487,Q1028,who pulmonary hypertension,D178-9,"If the crane is mounted on a barge, the entire vessel is referred to as a dredger.",0.0
2488,Q1028,who pulmonary hypertension,D979-3,"The major languages are Yoruba , Hausa , Igbo , Edo , Fulfulde , Kanuri , and Ibibio .",0.0
2489,Q1028,who pulmonary hypertension,D906-5,Weather is driven by air pressure (temperature and moisture) differences between one place and another.,0.0
2490,Q2844,when is the feast of St. Rita,D2641-6,"The Roman Catholic Church , under the pontificate of Pope Leo XIII officially canonized Rita on May 24, 1900, while her feast day is celebrated every May 22.",1.0
2491,Q2844,when is the feast of St. Rita,D2379-1,-sticking is the name of two infractions in the sport of ice hockey that may occur when a player intentionally or inadvertently plays with his or her stick above the height of the shoulders or above the cross bar of a hockey goal.,0.0
2492,Q2844,when is the feast of St. Rita,D1494-0,"In law enforcement parlance, the term murder book refers to the case file of a murder investigation.",0.0
2493,Q2844,when is the feast of St. Rita,D1522-1,"The mango is native to South Asia , from where it has been distributed worldwide to become one of the most cultivated fruits in the tropics .",0.0
2494,Q2844,when is the feast of St. Rita,D2048-1,"Far right politics involves support of strong or complete social hierarchy in society, and supports supremacy of certain individuals or groups deemed to be innately superior or preferable who are to be more valued than those deemed to be innately inferior or undesirable.",0.0
2495,Q2844,when is the feast of St. Rita,D714-4,"Radioluminescence , production of luminescence in a material by the bombardment of ionizing radiation",0.0
2496,Q1751,what are club seats,D1658-2,"They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes.",1.0
2497,Q1751,what are club seats,D1605-0,"Nature Boy is a song by Eden Ahbez , published in 1947.",0.0
2498,Q1751,what are club seats,D1964-0,Hadley (right) discussing the 2006 Israel-Lebanon crisis with Bush and Rice.,0.0
2499,Q1751,what are club seats,D1415-0,"The Declaration and Resolves of the First Continental Congress (also known as the Declaration of Colonial Rights, or the Declaration of Rights), was a statement adopted by the First Continental Congress on October 14, 1774, in response to the Intolerable Acts passed by the British Parliament .",0.0
2500,Q1751,what are club seats,D2198-3,"The population was 3,167 at the 2010 census .",0.0
2501,Q1751,what are club seats,D883-3,Diagnosis is based on observed behavior and the patient's reported experiences.,0.0
2502,Q2036,what was nixon accused of,D1922-1,"The scandal eventually led to the resignation of Richard Nixon , the President of the United States, on August 9, 1974 — the only resignation of a U.S. President.",1.0
2503,Q2036,what was nixon accused of,D1200-0,"A California domestic partnership is a legal relationship available to same-sex couples, and to certain opposite-sex couples in which at least one party is at least 18 years of age.",0.0
2504,Q2036,what was nixon accused of,D2745-0,"Kanji (; ) are the adopted logographic Chinese characters ( hanzi ) that are used in the modern Japanese writing system along with hiragana (ひらがな, ), katakana (カタカナ, ), Hindu-Arabic numerals , and the occasional use of the Latin alphabet .",0.0
2505,Q2036,what was nixon accused of,D2042-3,"While 26 U.S. soldiers were initially charged with criminal offenses for their actions at Mỹ Lai, only Second Lieutenant William Calley , a platoon leader in Charlie Company, was convicted.",0.0
2506,Q2036,what was nixon accused of,D1699-0,A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures.,0.0
2507,Q2036,what was nixon accused of,D2112-0,"Paranasal sinuses are a group of four paired air-filled spaces that surround the nasal cavity ( maxillary sinuses ), above the eyes ( frontal sinuses ), between the eyes ( ethmoid sinuses ), and behind the ethmoids ( sphenoid sinuses ).",0.0
2508,Q2360,what is the prognosis of stomach cancer,D2221-2,Prognosis is poor (5-year survival <5 to 15%) because most patients present with advanced disease.,1.0
2509,Q2360,what is the prognosis of stomach cancer,D1036-26,"A fleet was sent to Cyprus in 451 BC, but achieved little, and when it withdrew the Greco-Persian Wars drew to a quiet end.",0.0
2510,Q2360,what is the prognosis of stomach cancer,D1674-3,It has a form of government characterized by single-party rule or dominant-party rule of a communist party (referred as Dictatorship of the Proletariat by its proponents) and a professed allegiance to a Leninist or Marxist–Leninist ideology as the guiding principle of the state.,0.0
2511,Q2360,what is the prognosis of stomach cancer,D826-3,The disease incidence is 3–30 cases per million per year and rising as a result of increased awareness.,0.0
2512,Q2360,what is the prognosis of stomach cancer,D127-0,A Joint Committee is a term in politics that is used to refer to a committee made up of members of both chambers of a bicameral legislature.,0.0
2513,Q2360,what is the prognosis of stomach cancer,D1269-7,"The Buffalo nickel was introduced in 1913 as part of a drive to increase the beauty of American coinage; in 1938, the Jefferson nickel followed.",0.0
2514,Q164,what county in texas is conroe located in,D164-0,Conroe is the seat of Montgomery County and falls within the metropolitan area.,1.0
2515,Q164,what county in texas is conroe located in,D1643-1,"Elizabeth Cady Stanton (November 12, 1815 – October 26, 1902) was an American social activist , abolitionist, and leading figure of the early women's rights movement .",0.0
2516,Q164,what county in texas is conroe located in,D1190-0,"The definition of the world's busiest airport has been specified by the Airports Council International in Geneva, Switzerland.",0.0
2517,Q164,what county in texas is conroe located in,D478-1,"The invention of the telephone is the culmination of work done by many individuals, the history of which involves a collection of claims and counterclaims.",0.0
2518,Q164,what county in texas is conroe located in,D1593-0,"George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States .",0.0
2519,Q164,what county in texas is conroe located in,D2795-3,"A given name, in Western contexts often referred to as a first name, is a personal name that specifies and differentiates between members of a group of individuals, especially in a family, all of whose members usually share the same family name (surname).",0.0
2520,Q1162,who wrote what's my name rihanna,D1117-2,"The R&B song was produced by the Norwegian production duo StarGate , and was written by the duo along with Ester Dean , Traci Hale , and Drake .",1.0
2521,Q1162,who wrote what's my name rihanna,D2455-0,"Cancer (♋) is an astrological sign , which is associated with the constellation Cancer .",0.0
2522,Q1162,who wrote what's my name rihanna,D150-1,"Atlanta is the cultural and economic center of the Atlanta metropolitan area , home to 5,457,831 people and the ninth largest metropolitan area in the United States.",0.0
2523,Q1162,who wrote what's my name rihanna,D1929-0,"Victoria Jackson (born August 2, 1959) is an American comedian, actress, satirist, singer and internet blogger best known as a cast member of the NBC television sketch comedy series Saturday Night Live (SNL) from 1986 to 1992.",0.0
2524,Q1162,who wrote what's my name rihanna,D1177-13,"The ancient Greeks thought that the Trojan War was a historical event that had taken place in the 13th or 12th century BC, and believed that Troy was located in modern-day Turkey near the Dardanelles .",0.0
2525,Q1162,who wrote what's my name rihanna,D2493-0,"Non-binding arbitration is a type of arbitration in which the arbitrator makes a determination of the rights of the parties to the dispute, but this determination is not binding upon them, and no enforceable arbitration award is issued.",0.0
2526,Q1624,who said give me liberty or give me death,D1541-1,"Give me liberty, or give me death! is a quotation attributed to Patrick Henry from a speech he made to the Virginia Convention .",1.0
2527,Q1624,who said give me liberty or give me death,D882-19,"On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012.",0.0
2528,Q1624,who said give me liberty or give me death,D339-1,Christian Bibles range from the sixty-six books of the Protestant canon to the eighty-one books of the Ethiopian Orthodox Tewahedo Church canon.,0.0
2529,Q1624,who said give me liberty or give me death,D396-0,The Boise State Broncos football program represents Boise State University in college football and compete in the Football Bowl Subdivision (FBS) of Division I as a member of the Mountain West Conference .,0.0
2530,Q1624,who said give me liberty or give me death,D2113-0,"Lean manufacturing, lean enterprise, or lean production, often simply, ""Lean,"" is a production practice that considers the expenditure of resources for any goal other than the creation of value for the end customer to be wasteful, and thus a target for elimination.",0.0
2531,Q1624,who said give me liberty or give me death,D21-2,"Transmission occurs primarily by drinking water or eating food that has been contaminated by the feces (waste product) of an infected person, including one with no apparent symptoms.",0.0
2532,Q1347,who played dumbledore in harry potter,D1287-4,"After Harris' death, Michael Gambon portrayed Dumbledore for all of the remaining films.",1.0
2533,Q1347,who played dumbledore in harry potter,D2159-1,"In mammals , testosterone is primarily secreted in the testicles of males and the ovaries of females , although small amounts are also secreted by the adrenal glands .",0.0
2534,Q1347,who played dumbledore in harry potter,D329-2,It is calculated as total bases divided by at bats :,0.0
2535,Q1347,who played dumbledore in harry potter,D178-5,"A dredger (or “dredge” as is the general usage in the Americas) is any device, machine, or vessel that is used to excavate and remove material from the bottom of a body of water.",0.0
2536,Q1347,who played dumbledore in harry potter,D1399-2,Japan won the 2011 tournament in a penalty shootout.,0.0
2537,Q1347,who played dumbledore in harry potter,D2301-2,"The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.",0.0
2538,Q1341,what are SATA Power Connector,D1281-0,Serial ATA (SATA) is a computer bus interface that connects host bus adapters to mass storage devices such as hard disk drives and optical drives .,1.0
2539,Q1341,what are SATA Power Connector,D1036-9,"In 494 BC, the Persians regrouped, and attacked the epicentre of the revolt in Miletus.",0.0
2540,Q1341,what are SATA Power Connector,D2328-0,"Endodontics (from the Greek endo ""inside""; and odons ""tooth"") is one of the dental specialties recognized by the American Dental Association , Royal College of Dentists of Canada , and Royal Australasian College of Dental Surgeons , and deals with the tooth pulp and the tissues surrounding the root of a tooth .",0.0
2541,Q1341,what are SATA Power Connector,D497-0,"Catonsville is a census-designated place (CDP) in Baltimore County , Maryland , United States.",0.0
2542,Q1341,what are SATA Power Connector,D1369-0,A thin film is a layer of material ranging from fractions of a nanometer ( monolayer ) to several micrometers in thickness.,0.0
2543,Q1341,what are SATA Power Connector,D2455-0,"Cancer (♋) is an astrological sign , which is associated with the constellation Cancer .",0.0
2544,Q1953,What Are Mnemonic Devices,D1843-2,"A mnemonic (, with a silent ""m""), or mnemonic device, is any learning technique that aids information retention.",1.0
2545,Q1953,What Are Mnemonic Devices,D892-0,"Willmar is a city in, and the county seat of, Kandiyohi County , Minnesota , United States .",0.0
2546,Q1953,What Are Mnemonic Devices,D159-0,Commonwealth is a traditional English term for a political community founded for the common good.,0.0
2547,Q1953,What Are Mnemonic Devices,D963-0,"The Rapture is a term in Christian eschatology which refers to the ""being caught up"" discussed in 1 Thessalonians 4:17, when the ""dead in Christ"" and ""we who are alive and remain"" will be ""caught up in the clouds"" to meet ""the Lord in the air"".",0.0
2548,Q1953,What Are Mnemonic Devices,D43-2,"According to the U.S Census estimates of 2005, the city had a population of 12,381.",0.0
2549,Q1953,What Are Mnemonic Devices,D1782-0,"In computing , a file system (or filesystem) is a type of data store which can be used to store, retrieve and update a set of files .",0.0
2550,Q2008,Where Are Mahindra Tractors Made,D1894-3,"Mahindra has a huge consumer base in India, China and America and a growing base in Australia.",1.0
2551,Q2008,Where Are Mahindra Tractors Made,D2717-0,"The Wizard of Oz, known during his reign as The Great and Powerful Oz, is the epithet of Oscar Zoroaster Phadrig Isaac Norman Henkel Emmannuel Ambroise Diggs, a fictional character in the Land of Oz , created by American author L. Frank Baum .",0.0
2552,Q2008,Where Are Mahindra Tractors Made,D1301-1,Modern grits are commonly made of alkali-treated corn known as hominy .,0.0
2553,Q2008,Where Are Mahindra Tractors Made,D727-8,"Males also engage in ritualized mating behaviors during the rut , including posturing, antler wrestling (sparring), and bugling, a loud series of vocalizations which establishes dominance over other males and attracts females.",0.0
2554,Q2008,Where Are Mahindra Tractors Made,D413-1,"My two cents (2¢) and its longer version ""put my two cents in"" is an United States (US) idiomatic expression, taken from the original English idiom expression: to put in ""my two pennies worth"" or ""my tuppence worth.""",0.0
2555,Q2008,Where Are Mahindra Tractors Made,D743-2,The color burgundy is similar to other shades of dark red such as maroon .,0.0
2556,Q1443,what zones are tropical,D1374-2,The tropics is a region of the Earth surrounding the Equator .,1.0
2557,Q1443,what zones are tropical,D1240-1,"In the law , it is defined as a ""fee charged for a lawyer's services only if the lawsuit is successful or is favorably settled out of court....",0.0
2558,Q1443,what zones are tropical,D2121-1,"Freedom Summer (also known as the Mississippi Summer Project) was a campaign in the United States launched in June 1964 to attempt to register as many African American voters as possible in Mississippi , which had historically excluded most blacks from voting.",0.0
2559,Q1443,what zones are tropical,D1493-1,"Both satellites were discovered in 1877 by Asaph Hall and are named after the characters Phobos (panic/fear) and Deimos (terror/dread) who, in Greek mythology , accompanied their father Ares , god of war, into battle.",0.0
2560,Q1443,what zones are tropical,D137-0,Nassau,0.0
2561,Q1443,what zones are tropical,D2229-0,"Henry T. Thomas Sampson, Jr. (born in Jackson, Mississippi in 1934) is an African-American inventor.",0.0
2562,Q1912,who owned kansas before it became a state,D1806-1,"It is named after the Kansas River which flows through it, which in turn was named after the Kansa Native American tribe, which inhabited the area.",1.0
2563,Q1912,who owned kansas before it became a state,D369-2,"Memphis had a population of 672,277 in 2011 making it the largest city in the state of Tennessee , the largest city on the Mississippi River , the third largest in the Southeastern United States , and the 20th largest in the United States.",0.0
2564,Q1912,who owned kansas before it became a state,D2159-0,"Testosterone is a steroid hormone from the androgen group and is found in mammals, reptiles, birds, and other vertebrates .",0.0
2565,Q1912,who owned kansas before it became a state,D1353-2,"Cashmere wool, usually simply known as cashmere, is a fiber obtained from Cashmere goats and other types of goat .",0.0
2566,Q1912,who owned kansas before it became a state,D141-9,"The use of ""chords approaching timbres"" begins with Debussy and Edgard Varèse often carefully scored individual instrumental parts so that they would fuse into one ensemble timbre or sound mass (Erickson 1975, pp. 18 and 21).",0.0
2567,Q1912,who owned kansas before it became a state,D2345-1,"The test is available in both French and English , the official languages of Canada .",0.0
2568,Q3043,what is section eight housing,D2807-2,"It operates through several programs, the largest of which, the Housing Choice Voucher program, pays a large portion of the rents and utilities of about 2.1 million households.",1.0
2569,Q3043,what is section eight housing,D1063-0,"Barack Hussein Obama II (; born August 4, 1961) is the 44th and current President of the United States , the first African American to hold the office.",0.0
2570,Q3043,what is section eight housing,D2566-0,"Coldwater is a small town in Tate County , Mississippi .",0.0
2571,Q3043,what is section eight housing,D828-2,"The $1.1 billion casino hotel features 2,002 rooms and is the largest hotel in New Jersey .",0.0
2572,Q3043,what is section eight housing,D1922-1,"The scandal eventually led to the resignation of Richard Nixon , the President of the United States, on August 9, 1974 — the only resignation of a U.S. President.",0.0
2573,Q3043,what is section eight housing,D1733-0,"Lobbying (also lobby) is the act of attempting to influence decisions made by officials in the government , most often legislators or members of regulatory agencies .",0.0
2574,Q2829,what is the plot of the shawshank redemption?,D2248-1,"Adapted from the Stephen King novella Rita Hayworth and Shawshank Redemption , the film tells the story of Andy Dufresne, a banker who spends nearly two decades in Shawshank State Prison for the murder of his wife and her lover despite his claims of innocence.",1.0
2575,Q2829,what is the plot of the shawshank redemption?,D554-3,"In mathematics and the arts , two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one.",0.0
2576,Q2829,what is the plot of the shawshank redemption?,D30-0,Deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet.,0.0
2577,Q2829,what is the plot of the shawshank redemption?,D978-12,"But the underlying political conflicts had not been resolved, and on the Ides of March (15 March) 44 BC, Caesar was assassinated by a group of senators led by Marcus Junius Brutus .",0.0
2578,Q2829,what is the plot of the shawshank redemption?,D2325-4,"The Ten Commandments appear twice in the Hebrew Bible , in the books of Exodus and Deuteronomy .",0.0
2579,Q2829,what is the plot of the shawshank redemption?,D110-1,"The audit opinion is intended to provide reasonable assurance, but not absolute assurance, that the financial statements are presented fairly, in all material respects, and/or give a true and fair view in accordance with the financial reporting framework.",0.0
2580,Q913,how many seasons of grey's anatomy are there,D882-19,"On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012.",1.0
2581,Q913,how many seasons of grey's anatomy are there,D1813-0,"Sun City is a 1985 protest song written by Steven Van Zandt , produced by Van Zandt and Arthur Baker and recorded by Artists United Against Apartheid to convey opposition to the South African policy of apartheid .",0.0
2582,Q913,how many seasons of grey's anatomy are there,D1855-1,"Defibrillation is a common treatment for life-threatening cardiac dysrhythmias , ventricular fibrillation , and pulseless ventricular tachycardia .",0.0
2583,Q913,how many seasons of grey's anatomy are there,D178-1,"Dredging is an excavation activity or operation usually carried out at least partly underwater, in shallow seas or fresh water areas with the purpose of gathering up bottom sediments and disposing of them at a different location.",0.0
2584,Q913,how many seasons of grey's anatomy are there,D1977-0,The Honda S600 is an automobile manufactured by Honda .,0.0
2585,Q913,how many seasons of grey's anatomy are there,D2288-0,"Tofu, also called bean curd, is a food made by coagulating soy juice and then pressing the resulting curds into soft white blocks.",0.0
2586,Q2191,what is buttoned-down shirt?,D2064-7,"The term ""button-down"" (which refers a type of shirt which has a collar fastened down by buttons) is sometimes used in error to apply to all shirts (with or without buttoned down collars), being used as a synonym for ""button-up"" or ""button-front"".",1.0
2587,Q2191,what is buttoned-down shirt?,D1063-0,"Barack Hussein Obama II (; born August 4, 1961) is the 44th and current President of the United States , the first African American to hold the office.",0.0
2588,Q2191,what is buttoned-down shirt?,D1935-0,"The estate tax in the United States is a tax imposed on the transfer of the ""taxable estate "" of a deceased person, whether such property is transferred via a will , according to the state laws of intestacy or otherwise made as an incident of the death of the owner, such as a transfer of property from an intestate estate or trust, or the payment of certain life insurance benefits or financial account sums to beneficiaries.",0.0
2589,Q2191,what is buttoned-down shirt?,D1046-1,ERISA was enacted to protect the interests of employee benefit plan participants and their beneficiaries by:,0.0
2590,Q2191,what is buttoned-down shirt?,D2087-0,"South Beach, also nicknamed SoBe, is a neighborhood in the city of Miami Beach , Florida , United States , located due east of Miami city proper between Biscayne Bay and the Atlantic Ocean .",0.0
2591,Q2191,what is buttoned-down shirt?,D1170-11,The access layer helps users retrieve data.,0.0
2592,Q1999,where is the human thigh located?,D1885-0,"The human leg is the entire lower extremity or limb of the human body , including the foot , thigh and even the hip or gluteal region; however, the precise definition in human anatomy refers only to the section of the lower limb extending from the knee to the ankle .",1.0
2593,Q1999,where is the human thigh located?,D993-1,Array programming primitives concisely express broad ideas about data manipulation.,0.0
2594,Q1999,where is the human thigh located?,D1142-0,The Controlled Substances Act (CSA) was enacted into law by the Congress of the United States as Title II of the Comprehensive Drug Abuse Prevention and Control Act of 1970 .,0.0
2595,Q1999,where is the human thigh located?,D1661-0,"The Oprah Winfrey Leadership Academy for Girls - South Africa is a female boarding school founded in January 2007 and located in Henley on Klip near Meyerton , south of Johannesburg , South Africa .",0.0
2596,Q1999,where is the human thigh located?,D2524-7,"Due to Madden's insistence that the game be as realistic as possible, the first version of John Madden Football was not released until 1988.",0.0
2597,Q1999,where is the human thigh located?,D2159-1,"In mammals , testosterone is primarily secreted in the testicles of males and the ovaries of females , although small amounts are also secreted by the adrenal glands .",0.0
2598,Q1622,what nationality is wendy williams,D1539-0,"Wendy Williams Hunter (born Wendy Joan Williams; July 18, 1964) is an American media personality , actress and author.",1.0
2599,Q1622,what nationality is wendy williams,D1893-2,Common hydraulic fluids are based on mineral oil or water.,0.0
2600,Q1622,what nationality is wendy williams,D1053-9,The MBTI focuses on normal populations and emphasizes the value of naturally occurring differences.,0.0
2601,Q1622,what nationality is wendy williams,D1388-0,"Keeping Up with the Kardashians (often referred to simply as The Kardashians) is an American reality television series that premiered on October 14, 2007, on E! .",0.0
2602,Q1622,what nationality is wendy williams,D326-11,"The bag itself was made up of different animal hide and skin (depending on what sorts of animals were in the area) and sewn together by the intestines of said animals, which were woven together tightly to make a sturdy thread-like material.",0.0
2603,Q1622,what nationality is wendy williams,D365-3,"However, adverse psychiatric reactions such as anxiety, paranoia, and delusions are possible.",0.0
2604,Q512,what does the family leave act,D505-1,"Qualified medical and family reasons include: personal or family illness, family military leave, pregnancy , adoption , or the foster care placement of a child.",1.0
2605,Q512,what does the family leave act,D2807-1,"Section 8 of the Housing Act of 1937 (), often simply known as Section 8, as repeatedly amended, authorizes the payment of rental housing assistance to private landlords on behalf of approximately 3.1 million low-income households.",0.0
2606,Q512,what does the family leave act,D319-0,"Life insurance is a contract between an insured (insurance policy holder) and an insurer , where the insurer promises to pay a designated beneficiary a sum of money (the ""benefits"") upon the death of the insured person.",0.0
2607,Q512,what does the family leave act,D1749-0,"Lucy Stone (August 13, 1818 – October 19, 1893) was a prominent American abolitionist and suffragist , and a vocal advocate and organizer promoting rights for women .",0.0
2608,Q512,what does the family leave act,D1282-1,"The public was first introduced to the concepts that would lead to the Internet when a message was sent over the ARPANet from computer science Professor Leonard Kleinrock's laboratory at University of California, Los Angeles ( UCLA ), after the second piece of network equipment was installed at Stanford Research Institute ( SRI ).",0.0
2609,Q512,what does the family leave act,D100-2,The light-independent reactions of photosynthesis are chemical reactions that convert carbon dioxide and other compounds into glucose .,0.0
2610,Q1812,what are the side effects for lyme disease,D1714-7,"Left untreated, later symptoms may involve the joints, heart, and central nervous system .",1.0
